,Name,Nicknames
11153,Joris,
11154,Jorja,"Georgeanna,Georgia,Georgiana,Georgie,Georgina"
11155,Jorma,"Jarmo,Jere,Jeremias"
11156,Jörmungandr,Jǫrmungandr
11157,Jǫrmungandr,Jörmungandr
11158,Jørn,"Jørg,Jørgen"
11159,Jorrit,"Gerrit,Jurre,Jurryt"
11160,Jorun,Jorunn
11161,Jorunn,Jorun
11162,Jórunnr,
11163,Jory,
11164,Jos,"Jef,Joep,Joop,Joos,Joost,Jozef,Sjef,Zef"
11165,Josaphat,
11166,Joscelin,
11167,Josceline,"Jocelyn,Joselyn,Joslyn,Joss"
11168,Joschka,
11169,Jose,"José,Pepe,Pepito"
11170,José,"Jose,Josefa,Pepe,Pepita,Pepito,Zé,Zezé"
11171,José Ángel,
11172,José Antonio,
11173,Joseba,
11174,Josée,"Josèphe,Joséphine"
11175,Jósef,
11176,Josef,"Jo,Jupp,Sepp"
11177,Josefa,"José,Pepita"
11178,Josefien,"Fieke,Fien,Fiene,Josephine,Pien"
11179,Josefiina,Iina
11180,Josefin,"Josefina,Josefine"
11181,Josefína,
11182,Josefina,"Josefin,Josefine"
11183,Josefine,"Josefin,Josefina,Josephine"
11184,José Luis,
11185,Joselyn,"Jocelyn,Joslyn,Joss"
11186,José Manuel,"Chema,Zé Manel"
11187,José Mari,"Chema,José María"
11188,José María,"Chema,José Mari"
11189,José Maria,Zé Maria
11190,Josèp,
11191,Josep,
11192,Josepe,
11193,Joseph,"Jo,Jody,Joe,Joey,Jojo,Josey"
11194,Josepha,Jody
11195,Josèphe,"Fifi,Josée,Joséphine,Josette,Josiane"
11196,Josephina,"Jo,Joey,Josephine,Josie,Posie,Posy"
11197,Joséphine,"Fifi,Josée,Josèphe,Josette,Josiane"
11198,Josephine,"Fieke,Fien,Fiene,Jo,Joetta,Joey,Josefien,Josefine,Josie,Pien,Posie,Posy"
11199,Josephus,
11200,Josep Maria,
11201,Joses,
11202,Josette,"Fifi,Josée,Josèphe,Joséphine,Josiane"
11203,Josey,"Jo,Jody,Joe,Joey,Jojo,Joseph"
11204,Josh,Joshua
11205,Joshua,Josh
11206,Josiah,
11207,Josiane,"Fifi,Josée,Josèphe,Joséphine,Josette"
11208,Josias,
11209,Josie,"Jo,Joetta,Joey,Josephine,Posie,Posy"
11210,Josif,
11211,Josip,"Joško,Joso,Jože,Jožef,Jozo"
11212,Josipa,Jožica
11213,Jóska,"József,Józsi"
11214,Joško,"Josip,Joso,Jozo"
11215,Joslyn,"Jocelyn,Joselyn,Joss"
11216,Joso,"Josip,Joško,Jozo"
11217,Joss,"Jocelyn,Joselyn,Joslyn"
11218,Josse,
11219,Josselin,"Jocelin,Jocelyn"
11220,Josseline,
11221,Josslyn,"Jocelyn,Joselyn,Joslyn,Joss"
11222,Jošt,
11223,Jost,
11224,Jostein,
11225,Jósteinn,
11226,Josu,
11227,Josué,
11228,Josune,
11229,Jotham,
11230,Jothi,
11231,Joukahainen,
11232,Jouko,
11233,Jouni,"Hannes,Hannu,Jani,Johannes,Joni,Juha,Juhana,Juhani,Juho,Jukka,Jussi"
11234,Jourdain,Jordan
11235,Journee,Journey
11236,Journey,Journee
11237,Jovan,"Ivan,Ivica,Ivo,Jovica,Vancho,Vančo"
11238,Jovana,"Jovanka,Jovka,Vana"
11239,Jovanka,"Ivana,Jovana,Jovka,Vana"
11240,Jove,Iovis
11241,Jovian,Iovianus
11242,Jovica,"Ivan,Jovan"
11243,Jovita,
11244,Jovka,"Ivana,Jovana,Jovanka,Vana"
11245,Jowan,
11246,Jowita,
11247,Joy,"Joi,Joye"
11248,Joyce,
11249,Joye,"Joi,Joy"
11250,Jozafat,
11251,Jože,"Josip,Jožef"
11252,Józef,
11253,Jožef,"Josip,Jože"
11254,Jozef,"Jef,Joep,Joop,Joos,Joost,Jos,Sjef,Zef"
11255,Józefa,
11256,Jožefa,"Jozefa,Jožica,Pepca"
11257,Jozefa,"Jožefa,Jožica,Pepca"
11258,Jozefien,
11259,Józefina,
11260,Jozefína,
11261,Jozefina,Finka
11262,Jozefo,Joĉjo
11263,Jožica,"Josipa,Jožefa,Jozefa,Pepca"
11264,Jozo,"Josip,Joško,Joso"
11265,József,"Jóska,Józsi"
11266,Józsi,"Jóska,József"
11267,Józsua,
11268,Jozua,
11269,Ju,
11270,Juan,"Ean,Juancho,Juanito,Juantxo"
11271,Juana,"Johana,Juanita"
11272,Juan Bautista,
11273,Juan Carlos,
11274,Juancho,"Juan,Juanito,Juantxo"
11275,Juanfran,Juan Francisco
11276,Juan Francisco,Juanfran
11277,Juanita,"Johana,Juana"
11278,Juanito,"Juan,Juancho,Juantxo"
11279,Juan José,
11280,Juanma,Juan Manuel
11281,Juan Manuel,Juanma
11282,Juanne,Giuanne
11283,Juan Pablo,
11284,Juantxo,"Juan,Juancho,Juanito"
11285,Jubal,
11286,Juda,Guda
11287,Judah,
11288,Judas,Jude
11289,Judd,
11290,Judda,
11291,Jude,"Jodi,Jodie,Jody,Judas,Judi,Judie,Judith,Judy"
11292,Judi,"Jodi,Jodie,Jody,Jude,Judie,Judith,Judy"
11293,Judicaël,"Judikael,Yezekael"
11294,Judie,"Jodi,Jodie,Jody,Jude,Judi,Judith,Judy"
11295,Judikael,"Judicaël,Yezekael"
11296,Judit,"Ditte,Judith,Jutta"
11297,Judita,"Dita,Jitka"
11298,Judite,
11299,Judith,"Ditte,Jodi,Jodie,Jody,Jude,Judi,Judie,Judit,Judy,Jutta"
11300,Judoc,"Iodocus,Iudocus,Jodoc,Jodocus,Judocus"
11301,Judocus,"Iodocus,Iudocus,Jodocus,Joos,Joost,Judoc"
11302,Judy,"Jodi,Jodie,Jody,Jude,Judi,Judie,Judith"
11303,Judyta,
11304,Juha,"Jani,Johannes,Joni,Jouni,Juhana,Juhani,Juho,Jussi"
11305,Juhán,
11306,Juhan,"Hannes,Jaan,Janek,Johannes"
11307,Juhana,"Hannes,Hannu,Jani,Johannes,Joni,Jouni,Juha,Juhani,Juho,Jukka,Jussi"
11308,Juhani,"Hannes,Hannu,Jani,Johannes,Joni,Jouni,Juha,Juhana,Juho,Jukka,Jussi"
11309,Juho,"Jani,Johannes,Joni,Jouni,Juha,Juhana,Juhani,Jussi"
11310,Jukka,"Hannes,Hannu,Jani,Johannes,Joni,Jouni,Juhana,Juhani"
11311,Julek,"Julian,Juliusz"
11312,Julen,
11313,Jules,"Jools,Julia,Julian"
11314,Juli,"Júlia,Juliska,Lili"
11315,Júlia,"Juli,Juliska,Lili"
11316,Julia,"Iulia,Jools,Jules,Julie,Juliya,Juul,Lia,Lieke,Lilli,Yulia,Yuliya"
11317,Julià,
11318,Julián,
11319,Julian,"Jools,Julek,Jules,Lian"
11320,Juliāna,Liāna
11321,Juliana,"Iuliana,Juliane,Julianna,Julianne,Leanna,Liana,Liane,Lyanna"
11322,Juliane,"Juliana,Julienne,Liane"
11323,Julianna,"Juliana,Julianne,Liana"
11324,Julianne,"Juliana,Julianna,Liana"
11325,Juliano,
11326,Julie,"Jools,Julia,Juliet,Juliette,Lilli"
11327,Julien,
11328,Julienne,Juliane
11329,Juliet,Julie
11330,Julieta,
11331,Juliette,Julie
11332,Julij,
11333,Jūlija,
11334,Julija,
11335,Julijana,
11336,Julinha,Júlia
11337,Júlio,
11338,Julio,
11339,Júlio César,
11340,Julio César,
11341,Juliska,"Juli,Júlia,Lili"
11342,Julita,
11343,Julitta,
11344,Július,
11345,Julius,"Iulius,Juul"
11346,Juliusz,Julek
11347,Juliya,"Julia,Yulia,Yuliya"
11348,July,
11349,Julyan,
11350,Juma,
11351,Jumaane,
11352,Jumana,Jumanah
11353,Jumanah,Jumana
11354,Jun,Joon
11355,Junaid,Junayd
11356,Junayd,Junaid
11357,June,
11358,Jung,"Jeong,Jong"
11359,Jung-Hee,Jeong-Hui
11360,Jung-Hoon,Jeong-Hun
11361,Jung-Sook,Jeong-Suk
11362,Jun-Ho,Joon-Ho
11363,Juni,
11364,Junia,Iunia
11365,Jun'ichi,
11366,Junior,
11367,Juniper,
11368,Junípero,
11369,Junius,Iunius
11370,Junko,
11371,Juno,Iuno
11372,Junon,
11373,Junpei,
11374,Jun-Seo,
11375,Juozapas,Juozas
11376,Juozas,Juozapas
11377,Júpiter,
11378,Jupiter,Iuppiter
11379,Jupp,"Jo,Josef,Sepp"
11380,Juraj,"Đuro,Jure,Jurica,Juro"
11381,Jūratė,
11382,Jure,"Đuro,Juraj,Jurica,Jurij,Juro"
11383,Jurek,Jerzy
11384,Jürgen,
11385,Jurgen,
11386,Jurģis,"Georgijs,Georgs,Juris"
11387,Jurgis,
11388,Jurgita,
11389,Jüri,
11390,Jurian,
11391,Jurica,"Đuro,Juraj,Jure,Jurij,Juro"
11392,Jurij,"Jure,Jurica"
11393,Juris,"Georgijs,Georgs,Jurģis"
11394,Jūrō,"Juro,Jurou,Juurou"
11395,Juro,"Đuro,Juraj,Jure,Jurica,Jūrō,Jurou,Juurou"
11396,Jurou,"Jūrō,Juro,Juurou"
11397,Jurre,"Gerrit,Jorrit,Jurryt"
11398,Jurriaan,
11399,Jurryt,"Gerrit,Jorrit,Jurre"
11400,Jussi,"Hannes,Hannu,Jani,Johannes,Joni,Jouni,Juha,Juhana,Juhani,Juho,Jukka"
11401,Justa,Iusta
11402,Justas,
11403,Juste,
11404,Justice,
11405,Justiina,
11406,Justin,Justy
11407,Justína,
11408,Justina,Iustina
11409,Justinas,
11410,Justīne,
11411,Justine,Justy
11412,Justinian,
11413,Justino,
11414,Justo,
11415,Justus,"Iustus,Joos,Joost"
11416,Justy,"Justin,Justine"
11417,Justyn,
11418,Justýna,
11419,Justyna,
11420,Jusuf,Yusuf
11421,Jusztina,
11422,Juta,
11423,Jutta,Judith
11424,Juturna,Iuturna
11425,Juul,"Julia,Julius,Lia,Lieke"
11426,Juurou,"Jūrō,Juro,Jurou"
11427,Juuso,Jooseppi
11428,Juvela,
11429,Juvenal,
11430,Juventas,
11431,Ju-Won,Joo-Won
11432,Jyothi,
11433,Jyoti,
11434,Jyotsana,Jyotsna
11435,Jyotsna,Jyotsana
11436,Jyrgal,Zhyrgal
11437,Jyri,Jyrki
11438,Jyrki,Jyri
11439,Jytte,
11440,Kaan,Kağan
11441,Kaapo,Gabriel
11442,Kaapro,"Gabriel,Kaapo"
11443,Kaarel,
11444,Kaarina,Karin
11445,Kaarle,Kaarlo
11446,Kaarlo,Kaarle
11447,Kabelo,
11448,Kacey,"Casey,Kacie,Kasey,Kaycee"
11449,Kacie,"Casey,Kacey,Kasey,Kaycee"
11450,Kacper,
11451,Kade,Cade
11452,Kadek,
11453,Kaden,"Caden,Caiden,Cayden,Kaeden,Kaiden,Kayden"
11454,Kader,Qadir
11455,Kadi,"Kadri,Kai,Kaia,Kaidi,Kaisa,Kaja,Katariina,Kati,Katrin,Riin,Riina,Triin,Triinu"
11456,Kadiatou,
11457,Kadir,
11458,Kadmos,Cadmus
11459,Kadri,"Kadi,Kaia,Kaidi,Kaisa,Kaja,Katariina,Kati,Katrin,Riin,Riina,Triin,Triinu"
11460,Kadriye,
11461,Kae,"Catharine,Catherine,Cathryn,Kat,Kate,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Kay,Kaye,Kit,Kitty"
11462,Kaede,
11463,Kaeden,"Caden,Caiden,Cayden,Kaden,Kaiden,Kayden"
11464,Kaelea,"Caleigh,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie"
11465,Kaelee,"Caleigh,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie"
11466,Kaelyn,"Cailyn,Kailyn,Kalyn,Kaylin,Kaylyn,Kaylynn"
11467,Kaety,"Cat,Catharine,Catherine,Cathryn,Cathy,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kitty"
11468,Kağan,"İlhan,Kaan"
11469,Kagiso,
11470,Kahina,
11471,Kahurangi,
11472,Kai,"Cornelis,Gerhard,Kadi,Kadri,Kaia,Kaidi,Kaisa,Kaj,Kaja,Katariina,Kati,Katrin,Kay,Nicolaas,Riin,Riina,Triin,Triinu"
11473,Kaia,"Cathrine,Catrine,Ina,Kadi,Kadri,Kai,Kaidi,Kaisa,Kaja,Kari,Katariina,Katarina,Katharina,Kathrine,Kati,Katrin,Katrine,Riin,Riina,Triin,Triinu"
11474,Kaiden,"Caden,Caiden,Cayden,Kaden,Kaeden,Kayden"
11475,Kaidi,"Kadi,Kadri,Kai,Kaia,Kaisa,Kaja,Katariina,Kati,Katrin,Riin,Riina,Triin,Triinu"
11476,Kaija,"Iina,Kaisa,Kata,Katariina,Kati,Katri,Katriina,Riina"
11477,Kaila,"Kayla,Keila"
11478,Kailani,
11479,Kailash,
11480,Kailee,"Caleigh,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie"
11481,Kailey,"Caleigh,Kailee,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie"
11482,Kailyn,"Cailyn,Kaelyn,Kalyn,Kaylin,Kaylyn,Kaylynn"
11483,Kaimana,
11484,Kain,
11485,Kainan,
11486,Kaipo,
11487,Kairo,"Cairo,Kyro"
11488,Kais,Qays
11489,Kaisa,"Iina,Kadi,Kadri,Kai,Kaia,Kaidi,Kaija,Kaja,Kata,Katariina,Kati,Katri,Katriina,Katrin,Riin,Riina,Triin,Triinu"
11490,Kaiser,
11491,Kaison,"Cason,Cayson,Kasen,Kason,Kayson,Kyson"
11492,Kaiti,"Aikaterini,Ekaterini,Keti"
11493,Kaitlin,"Caitlin,Caitlyn,Kaitlyn,Kaitlynn,Katelin,Katelyn,Katelynn,Katlyn"
11494,Kaitlyn,"Caitlin,Caitlyn,Kaitlin,Kaitlynn,Katelin,Katelyn,Katelynn,Katlyn"
11495,Kaitlynn,"Caitlin,Caitlyn,Kaitlin,Kaitlyn,Katelin,Katelyn,Katelynn,Katlyn"
11496,Kaito,
11497,Kaj,"Kai,Kay"
11498,Kája,"Karla,Karolína"
11499,Kaja,"Cajsa,Carin,Cathrine,Catrine,Gaja,Ina,Inja,Kadi,Kadri,Kai,Kaia,Kaidi,Kaisa,Kajsa,Karen,Kari,Karin,Karina,Katariina,Katarina,Katharina,Kathrine,Kati,Katica,Katrin,Katrine,Riin,Riina,Triin,Triinu,Trine"
11500,Kajal,
11501,Kajetán,
11502,Kajetan,
11503,Kajsa,"Cajsa,Cathrine,Catrine,Kaja,Katarina,Katrin"
11504,Kajus,
11505,Kakalina,
11506,Kala,
11507,Kalani,
11508,Kale,
11509,Kalea,
11510,Kaleb,"Cale,Caleb"
11511,Kalei,
11512,Kaleigh,"Caleigh,Kailee,Kailey,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie"
11513,Kal-El,
11514,Kalena,
11515,Kaleo,
11516,Kalev,
11517,Kaleva,Kalevi
11518,Kalevi,Kaleva
11519,Kaley,"Caleigh,Kailee,Kailey,Kaleigh,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie"
11520,Kálfr,
11521,Kali,"Caleigh,Cali,Calleigh,Callie,Cari,Carlyn,Carol,Caroline,Carolyn,Carrie,Carrol,Carry,Caryl,Kailee,Kailey,Kaleigh,Kaley,Kalie,Kallie,Karolyn,Karrie,Kaylee,Kayleigh,Kayley,Kaylie"
11522,Kalidas,
11523,Kalidasa,
11524,Kalie,"Caleigh,Cali,Calleigh,Callie,Cari,Carlyn,Carol,Caroline,Carolyn,Carrie,Carrol,Carry,Caryl,Kailee,Kailey,Kaleigh,Kaley,Kali,Kallie,Karolyn,Karrie,Kaylee,Kayleigh,Kayley,Kaylie"
11525,Kalin,
11526,Kalina,
11527,Kalisha,
11528,Kaliyah,Jaliyah
11529,Kalju,
11530,Kalla,Calla
11531,Kalle,"Carl,Karl"
11532,Kallias,Callias
11533,Kallie,"Caleigh,Cali,Calleigh,Callie,Cari,Carlyn,Carol,Caroline,Carolyn,Carrie,Carrol,Carry,Caryl,Kali,Kalie,Karolyn,Karrie"
11534,Kallikrates,
11535,Kallinikos,"Callinicus,Kallippos"
11536,Kalliope,Calliope
11537,Kallippos,"Callinicus,Kallinikos"
11538,Kallirrhoe,Callirrhoe
11539,Kallirroi,
11540,Kallisto,Callisto
11541,Kallistos,
11542,Kallistrate,
11543,Kálmán,
11544,Kaloyan,
11545,Kalpana,
11546,Kaltrina,
11547,Kalyan,Kalyana
11548,Kalyana,Kalyan
11549,Kalyani,
11550,Kalyn,"Cailyn,Kaelyn,Kailyn,Kaylin,Kaylyn,Kaylynn"
11551,Kalyna,
11552,Kalypso,Calypso
11553,Kalysta,Calista
11554,Kam,"Cam,Cameron,Camron,Camryn,Kameron,Kamryn"
11555,Kama,
11556,Kamakshi,
11557,Kəmal,
11558,Kamal,
11559,Kəmalə,
11560,Kamala,
11561,Kamal ad-Din,Kamal ud-Din
11562,Kamalani,
11563,Kamal ud-Din,Kamal ad-Din
11564,Kamari,
11565,Kamaria,
11566,Kamatchi,
11567,Kamau,
11568,Kambiz,
11569,Kambujiya,
11570,Kamden,Camden
11571,Kamen,
11572,Kameron,"Cam,Cameron,Camron,Camryn,Kam,Kamryn"
11573,Kamil,
11574,Kamila,
11575,Kamilė,
11576,Kamilla,
11577,Kamini,
11578,Kamiyah,
11579,Kamoliddin,
11580,Kamon,
11581,Kamryn,"Cam,Cameron,Camron,Camryn,Kam,Kameron"
11582,Kanako,
11583,Kanani,
11584,Kanchana,
11585,Kanda,
11586,Kandace,"Candace,Candi,Candice,Candis,Candy,Candyce,Kandi"
11587,Kandaĵa,
11588,Kandake,
11589,Kandi,"Candace,Candi,Candice,Candis,Candy,Candyce,Kandace"
11590,Kāne,Tāne
11591,Kane,
11592,Kaneonuskatew,
11593,Kaniehtiio,
11594,Kanna,
11595,Kannan,Krishna
11596,Kanon,
11597,Kanstantsin,
11598,Kanta,
11599,Kanti,
11600,Kantuta,
11601,Kanya,
11602,Kanye,
11603,Kaolin,
11604,Kaori,
11605,Kaoru,
11606,Kapel,Jacob
11607,Kapena,
11608,Kapil,
11609,Kapila,
11610,Kapka,
11611,Kapono,
11612,Kapua,
11613,Kára,
11614,Kara,Cara
11615,Karabo,
11616,Karam,
11617,Karan,
11618,Karaugh,"Cara,Kara"
11619,Karcsi,Károly
11620,Kåre,
11621,Kareem,"Akram,Karim"
11622,Karekin,"Garegin,Garen,Karen"
11623,Karel,
11624,Karen,"Caren,Caryn,Garegin,Garen,Ina,Kaja,Karekin,Karyn,Katharina"
11625,Karena,"Caren,Caryn,Karen,Karyn"
11626,Karenza,"Kerensa,Kerenza"
11627,Karesinda,
11628,Kári,
11629,Kari,"Cathrine,Catrine,Kaia,Kaja,Katarina,Kathrine,Katrine"
11630,Karim,"Akram,Kareem"
11631,Karima,
11632,Karin,"Carin,Carina,Ina,Kaarina,Kaja,Karina,Karine,Katharina"
11633,Karīna,"Ina,Karina"
11634,Karina,"Carin,Carina,Ina,Kaja,Karin,Karīna,Katharina"
11635,Karine,"Carine,Karin"
11636,Karishma,
11637,Karissa,"Carissa,Charissa"
11638,Karita,Carita
11639,Kariuki,
11640,Karl,"Carl,Carolus,Kalle"
11641,Karla,
11642,Karlee,"Carla,Carlene,Carley,Carlie,Carly,Karlene,Karly"
11643,Karlene,"Carla,Carlene,Carley,Carlie,Carly,Karlee,Karly"
11644,Karl-Heinz,
11645,Karlheinz,
11646,Karlijn,"Carla,Carlijn,Carola,Carolien,Lien"
11647,Kārlis,
11648,Karlmann,
11649,Karlo,
11650,Karly,"Carla,Carlene,Carley,Carlie,Carly,Karlee,Karlene"
11651,Karma,
11652,Karme,Carme
11653,Karmela,
11654,Karmen,
11655,Karna,
11656,Karol,
11657,Karola,
11658,Karoliina,"Iina,Liina"
11659,Karolína,"Kája,Karla"
11660,Karolina,"Carla,Carola,Carolin,Carolina,Ina,Inja,Karla,Karola,Karoline,Lili,Lina"
11661,Karoline,"Carla,Carola,Carolin,Ina,Karla,Karola,Karolina,Lina,Line"
11662,Karolis,
11663,Karolos,
11664,Károly,Karcsi
11665,Karolyn,"Caleigh,Cali,Calleigh,Callie,Cari,Carlyn,Carol,Caroline,Carolyn,Carrie,Carrol,Carry,Caryl,Kali,Kalie,Kallie,Karrie"
11666,Karp,
11667,Karpos,
11668,Karrie,"Caleigh,Cali,Calleigh,Callie,Cari,Carlyn,Carol,Carolina,Caroline,Carolyn,Carrie,Carrol,Carry,Caryl,Ina,Kali,Kalie,Kallie,Karolyn,Lina"
11669,Karson,"Carson,Karsyn"
11670,Karsten,Carsten
11671,Karsyn,"Carson,Karson"
11672,Kärt,Kertu
11673,Karter,Carter
11674,Karthik,
11675,Karthika,
11676,Karthikeyan,Kartikeya
11677,Kartik,
11678,Kartikeya,Karthikeyan
11679,Karyn,"Caren,Caryn,Karen"
11680,Karyna,
11681,Kasandra,"Cass,Cassandra,Cassie,Kassandra,Kassy"
11682,Kasen,"Cason,Cayson,Kaison,Kason,Kayson"
11683,Kasey,"Case,Casey,Kacey,Kacie,Kaycee"
11684,Kash,Cash
11685,Kashi,
11686,Kashton,
11687,Kasi,
11688,Kasia,Katarzyna
11689,Kasih,Asih
11690,Kasım,
11691,Kasimir,
11692,Kasimira,
11693,Kason,"Cason,Cayson,Kaison,Kasen,Kayson"
11694,Kašpar,
11695,Kaspar,
11696,Kasparas,
11697,Kaspars,
11698,Kasper,"Cas,Casper,Jasper,Jesper"
11699,Kassandra,"Cass,Cassandra,Cassie,Kasandra,Kassy"
11700,Kassandros,Cassander
11701,Kassia,
11702,Kassidy,"Cass,Cassidy,Cassie"
11703,Kassiopeia,"Cassiopea,Cassiopeia"
11704,Kassy,"Cass,Cassandra,Cassie,Kasandra,Kassandra"
11705,Kastor,Castor
11706,Kasumi,
11707,Kasun,
11708,Kat,"Catharine,Catherine,Cathryn,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kitty"
11709,Kata,"Iina,Kaija,Kaisa,Katalin,Katariina,Katarina,Kate,Kati,Katica,Katinka,Kató,Katri,Katriina,Kitti,Riina,Tina"
11710,Katalin,"Kata,Kati,Katica,Katinka,Kató,Kattalin,Kitti"
11711,Katalinka,"Kata,Katalin,Kati,Katica,Katinka,Kató,Kitti"
11712,Katar,Gadar
11713,Katariina,"Iina,Kadi,Kadri,Kai,Kaia,Kaidi,Kaija,Kaisa,Kaja,Kata,Kati,Katri,Katriina,Katrin,Riin,Riina,Triin,Triinu"
11714,Katarin,Katell
11715,Katarína,Katka
11716,Katarina,"Cajsa,Cathrine,Catrine,Ina,Inja,Kaia,Kaja,Kajsa,Kari,Kata,Kate,Kathrine,Katica,Katrin,Katrine,Tina,Trine"
11717,Katarine,
11718,Katarzyna,Kasia
11719,Katashi,
11720,Katayoun,Katayun
11721,Katayun,Katayoun
11722,Kate,"Cat,Catharine,Catherine,Cathryn,Cathy,Kat,Kata,Katarina,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katica,Katie,Katy,Kay,Kaye,Kit,Kitty,Tina"
11723,Katee,"Cat,Catharine,Catherine,Cathryn,Cathy,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kitty"
11724,Katelijn,Katelijne
11725,Katelijne,Katelijn
11726,Katelin,"Caitlin,Caitlyn,Kaitlin,Kaitlyn,Kaitlynn,Katelyn,Katelynn,Katlyn"
11727,Katell,Katarin
11728,Katelyn,"Caitlin,Caitlyn,Kaitlin,Kaitlyn,Kaitlynn,Katelin,Katelynn,Katlyn"
11729,Katelynn,"Caitlin,Caitlyn,Kaitlin,Kaitlyn,Kaitlynn,Katelin,Katelyn,Katlyn"
11730,Katenka,"Ekaterina,Jekaterina,Katerina,Katia,Katya,Katyusha,Yekaterina"
11731,Kateri,
11732,Kateřina,Katka
11733,Katerina,"Ekaterina,Jekaterina,Katenka,Katia,Katina,Katya,Katyusha,Yekaterina"
11734,Kateryna,
11735,Katey,"Cat,Catharine,Catherine,Cathryn,Cathy,Kat,Kate,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kitty"
11736,Katharina,"Carin,Carina,Cathrin,Catrin,Ina,Kaia,Kaja,Karen,Karin,Karina,Käthe,Katherina,Kathrin,Katinka,Katrin"
11737,Katharine,
11738,Katharyn,"Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kitty"
11739,Käthe,"Cathrin,Catrin,Ina,Katharina,Katherina,Kathrin,Katinka,Katrin"
11740,Katherina,"Cat,Catharine,Catherine,Cathrin,Cathryn,Cathy,Catrin,Ina,Kat,Kate,Katharina,Katharyn,Käthe,Katherine,Katheryn,Kathi,Kathie,Kathrin,Kathryn,Kathy,Katinka,Katrin,Kay,Kit,Kitty"
11741,Katherine,"Cat,Catharine,Catherine,Cathryn,Cathy,Kat,Kate,Katey,Katharyn,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kitty"
11742,Katheryn,"Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katharyn,Katherine,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kitty"
11743,Katheryne,"Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kitty"
11744,Kathi,"Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kitty"
11745,Kathie,"Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kitty"
11746,Kathleen,"Caitlín,Caitlin,Cathleen,Kathlyn"
11747,Kathlyn,Kathleen
11748,Kathrin,"Cathrin,Catrin,Ina,Katharina,Käthe,Katherina,Katinka,Katrin"
11749,Kathrine,"Cathrine,Catrine,Kaia,Kaja,Kari,Katarina,Katrine,Trine"
11750,Kathryn,"Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathy,Katie,Katy,Kay,Kaye,Kit,Kitty"
11751,Kathy,"Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Katie,Katy,Kay,Kaye,Kit,Kitty"
11752,Kati,"Iina,Kadi,Kadri,Kai,Kaia,Kaidi,Kaija,Kaisa,Kaja,Kata,Katalin,Katariina,Katica,Katinka,Kató,Katri,Katriina,Katrin,Kitti,Riin,Riina,Triin,Triinu"
11753,Katia,"Catia,Ekaterina,Jekaterina,Katenka,Katerina,Katya,Katyusha,Yekaterina"
11754,Katica,"Ina,Inja,Kaja,Kata,Katalin,Katarina,Kate,Kati,Katinka,Kató,Kitti,Tina"
11755,Katida,
11756,Katie,"Cat,Catharine,Catherine,Cathryn,Cathy,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katy,Kay,Kaye,Kit,Kitty"
11757,Katina,Katerina
